"","age","juv_fel_count","juv_misd_count","juv_other_count","priors_count","c_charge_degree","c_charge_desc","is_recid","prison_length"
"1134",47,0,0,1,19,"(F3)","Possession of Cocaine",1,496
"1135",47,0,0,1,19,"(F3)","Possession of Cocaine",1,439
"1136",47,0,0,1,19,"(F3)","Possession of Cocaine",1,746
"1137",47,0,0,1,19,"(F3)","Possession of Cocaine",1,304
"1138",47,0,0,1,19,"(F3)","Possession of Cocaine",1,97
"1139",47,0,0,1,19,"(F3)","Possession of Cocaine",1,1772
"1140",47,0,0,1,19,"(F3)","Possession of Cocaine",1,90
"1141",27,0,0,0,1,"(F7)","Burglary Dwelling Assault/Batt",1,361
"1142",65,0,0,0,1,"(F1)","arrest case no charge",0,1232
"1143",47,0,0,0,15,"(F3)","arrest case no charge",0,272
"1144",47,0,0,0,15,"(F3)","arrest case no charge",0,115
"1145",47,0,0,0,15,"(F3)","arrest case no charge",0,117
"1146",47,0,0,0,15,"(F3)","arrest case no charge",0,2205
"1147",43,0,0,0,9,"(F3)","Possession of Hydrocodone",0,172
"1148",41,0,0,0,19,"(F3)","Felony Petit Theft",1,854
"1149",41,0,0,0,19,"(F3)","Felony Petit Theft",1,167
"1150",50,0,0,0,3,"(M1)","Battery",0,2220
"1151",38,0,0,0,12,"(F3)","Possession Of Alprazolam",0,665
"1152",38,0,0,0,12,"(F3)","Possession Of Alprazolam",0,1477
"1153",28,0,0,0,6,"(F3)","Grand Theft (Motor Vehicle)",1,2029
"1154",28,0,0,0,6,"(F3)","Grand Theft (Motor Vehicle)",1,188
"1155",57,0,0,0,0,NA,NA,1,6027
"1156",35,0,0,0,9,"(F3)","Possession of Cannabis",0,214
"1157",37,0,0,0,11,"(F2)","Aggravated Battery / Pregnant",0,307
"1158",41,0,0,0,7,"(F3)","arrest case no charge",0,278
"1159",54,0,0,0,13,"(F3)","arrest case no charge",0,161
"1160",54,0,0,0,13,"(F3)","arrest case no charge",0,50
"1161",54,0,0,0,13,"(F3)","arrest case no charge",0,105
"1162",54,0,0,0,13,"(F3)","arrest case no charge",0,940
"1163",54,0,0,0,13,"(F3)","arrest case no charge",0,270
"1164",28,0,0,1,12,"(M2)","Criminal Mischief Damage <$200",1,1695
"1165",22,0,0,0,1,"(F2)","Burglary Unoccupied Dwelling",1,1868
"1166",23,0,0,0,0,"(F2)","Burglary Unoccupied Dwelling",1,549
"1167",28,0,0,0,7,"(F3)","arrest case no charge",0,0
"1168",43,0,0,0,11,"(M2)","Prostitution/Lewd Act Assignation",0,362
"1169",43,0,0,0,11,"(M2)","Prostitution/Lewd Act Assignation",0,323
"1170",43,0,0,0,11,"(M2)","Prostitution/Lewd Act Assignation",0,246
"1171",49,0,0,0,7,"(F3)","arrest case no charge",0,383
"1172",25,0,0,1,8,"(F2)","Burglary Dwelling Occupied",0,1791
"1173",25,0,0,1,8,"(F2)","Burglary Dwelling Occupied",0,203
"1174",39,0,0,0,1,"(F2)","arrest case no charge",0,1480
"1175",39,0,0,0,1,"(F2)","arrest case no charge",0,518
"1176",26,0,0,0,6,"(F3)","Aggravated Assault w/Firearm",0,815
"1177",29,0,0,6,6,"(M1)","arrest case no charge",0,413
"1178",29,0,0,6,6,"(M1)","arrest case no charge",0,1380
"1179",27,1,0,0,2,"(F2)","Deliver Cocaine",1,2029
"1180",27,1,0,0,2,"(F2)","Deliver Cocaine",1,583
"1181",27,1,0,0,2,"(F2)","Deliver Cocaine",1,687
"1182",35,0,0,0,6,"(F3)","Uttering a Forged Instrument",1,352
"1183",35,0,0,0,6,"(F3)","Uttering a Forged Instrument",1,1490
"1184",27,0,0,2,7,"(M1)","arrest case no charge",1,1489
"1187",30,0,2,0,21,"(F3)","arrest case no charge",1,839
"1188",22,0,0,0,0,"(F3)","Grand Theft Dwell Property",0,66
"1189",29,0,0,1,9,"(F1)","Deliver Cocaine 1000FT School",1,1569
"1190",38,0,0,0,13,"(F3)","Grand Theft in the 3rd Degree",0,334
"1191",38,0,0,0,13,"(F3)","Grand Theft in the 3rd Degree",0,621
"1192",38,0,0,0,13,"(F3)","Grand Theft in the 3rd Degree",0,603
"1193",38,0,0,0,13,"(F3)","Grand Theft in the 3rd Degree",0,439
"1194",24,0,0,2,0,"(F2)","Deliver Cocaine",1,159
"1195",27,0,0,0,5,"(M1)","Possess Cannabis/20 Grams Or Less",1,584
"1196",22,0,0,0,0,"(F7)","Burglary Dwelling Armed",1,1812
"1197",39,0,0,0,2,"(M2)","arrest case no charge",0,783
"1198",39,0,0,0,2,"(M2)","arrest case no charge",0,2050
"1199",39,0,0,0,2,"(M2)","arrest case no charge",0,1410
"1200",25,0,0,0,3,"(F3)","Possession Of Amphetamine",1,1506
"1201",40,0,0,0,14,"(F3)","arrest case no charge",0,278
"1202",40,0,0,0,14,"(F3)","arrest case no charge",0,456
"1203",40,0,0,0,14,"(F3)","arrest case no charge",0,676
"1204",40,0,0,0,14,"(F3)","arrest case no charge",0,227
"1205",40,0,0,0,14,"(F3)","arrest case no charge",0,526
"1206",25,0,0,2,4,"(M1)","Possess Cannabis/20 Grams Or Less",0,131
"1207",36,2,0,0,5,"(F3)","Poss Trifluoromethylphenylpipe",0,428
"1208",36,2,0,0,5,"(F3)","Poss Trifluoromethylphenylpipe",0,4
"1209",36,2,0,0,5,"(F3)","Poss Trifluoromethylphenylpipe",0,3301
"1210",36,2,0,0,5,"(F3)","Poss Trifluoromethylphenylpipe",0,898
"1211",26,0,0,0,1,"(F3)","arrest case no charge",1,854
"1212",21,0,0,0,3,"(F3)","Possession of Cocaine",1,118
"1213",58,0,0,0,12,"(M1)","DUI Level 0.15 Or Minor In Veh",1,1533
"1214",58,0,0,0,12,"(M1)","DUI Level 0.15 Or Minor In Veh",1,80
"1215",58,0,0,0,12,"(M1)","DUI Level 0.15 Or Minor In Veh",1,905
"1216",58,0,0,0,12,"(M1)","DUI Level 0.15 Or Minor In Veh",1,548
"1217",58,0,0,0,12,"(M1)","DUI Level 0.15 Or Minor In Veh",1,70
"1218",58,0,0,0,12,"(M1)","DUI Level 0.15 Or Minor In Veh",1,209
"1219",58,0,0,0,12,"(M1)","DUI Level 0.15 Or Minor In Veh",1,738
"1220",58,0,0,0,12,"(M1)","DUI Level 0.15 Or Minor In Veh",1,792
"1221",58,0,0,0,12,"(M1)","DUI Level 0.15 Or Minor In Veh",1,209
"1222",23,0,1,1,8,"(F3)","Burglary Structure Unoccup",1,726
"1223",27,0,0,0,5,"(F2)","Aggrav Battery w/Deadly Weapon",1,854
"1224",34,0,0,0,4,"(F3)","Deliver Cannabis",1,3412
"1225",20,0,0,0,1,"(F3)","Grand Theft in the 3rd Degree",1,1562
"1226",38,0,5,0,37,"(M2)","arrest case no charge",1,674
"1227",38,0,5,0,37,"(M2)","arrest case no charge",1,1679
"1228",38,0,5,0,37,"(M2)","arrest case no charge",1,377
"1229",38,0,5,0,37,"(M2)","arrest case no charge",1,903
"1230",37,0,0,0,11,"(F3)","Burglary Structure Unoccup",1,637
"1231",41,0,0,0,5,"(F3)","Felony Petit Theft",0,510
"1232",41,0,0,0,5,"(F3)","Felony Petit Theft",0,1200
"1233",41,0,0,0,5,"(F3)","Felony Petit Theft",0,1039
"1234",41,0,0,0,5,"(F3)","Felony Petit Theft",0,1315
"1235",41,0,0,0,5,"(F3)","Felony Petit Theft",0,631
"1236",41,0,0,0,5,"(F3)","Felony Petit Theft",0,510
"1237",41,0,0,0,5,"(F3)","Felony Petit Theft",0,45
"1238",41,0,0,0,5,"(F3)","Felony Petit Theft",0,604
"1239",36,0,1,0,26,"(F3)","Driving While License Revoked",1,47
"1240",42,0,0,0,3,"(F3)","Solicitation On Felony 3 Deg",1,1961
"1241",37,0,0,0,6,"(M1)","Battery",0,456
"1242",37,0,0,0,6,"(M1)","Battery",0,270
"1243",34,0,0,4,11,"(F3)","Aggravated Assault w/Firearm",1,369
"1244",34,0,0,4,11,"(F3)","Aggravated Assault w/Firearm",1,739
"1245",34,0,0,4,11,"(F3)","Aggravated Assault w/Firearm",1,1562
"1246",35,0,0,0,9,"(F3)","Burglary Conveyance Unoccup",0,211
"1247",25,0,0,0,6,"(F2)","Burglary Unoccupied Dwelling",1,0
"1248",21,0,0,0,2,"(MO3)","Poss Of Controlled Substance",0,2017
"1249",32,0,0,0,5,"(F3)","arrest case no charge",1,304
"1250",32,0,0,0,5,"(F3)","arrest case no charge",1,490
"1251",32,0,0,0,5,"(F3)","arrest case no charge",1,371
"1252",53,0,0,0,6,"(F3)","arrest case no charge",1,2983
"1253",53,0,0,0,6,"(F3)","arrest case no charge",1,579
"1254",53,0,0,0,6,"(F3)","arrest case no charge",1,405
"1255",53,0,0,0,6,"(F3)","arrest case no charge",1,467
"1256",53,0,0,0,6,"(F3)","arrest case no charge",1,1855
"1257",53,0,0,0,6,"(F3)","arrest case no charge",1,288
"1258",49,1,0,2,27,"(M1)","arrest case no charge",1,2209
"1259",49,1,0,2,27,"(M1)","arrest case no charge",1,973
"1260",49,1,0,2,27,"(M1)","arrest case no charge",1,489
"1261",49,1,0,2,27,"(M1)","arrest case no charge",1,240
"1262",49,1,0,2,27,"(M1)","arrest case no charge",1,146
"1263",41,0,0,0,14,"(F2)","Poss Wep Conv Felon",0,73
"1264",41,0,0,0,14,"(F2)","Poss Wep Conv Felon",0,265
"1265",36,1,2,0,14,"(F3)","Possession of Cocaine",1,359
"1266",36,1,2,0,14,"(F3)","Possession of Cocaine",1,381
"1267",38,0,0,0,9,"(F3)","arrest case no charge",0,133
"1268",23,0,0,0,1,"(F3)","Resist Officer w/Violence",0,2276
"1269",41,2,0,1,29,"(M1)","Resist/Obstruct W/O Violence",0,615
"1270",41,2,0,1,29,"(M1)","Resist/Obstruct W/O Violence",0,2358
"1271",41,2,0,1,29,"(M1)","Resist/Obstruct W/O Violence",0,577
"1272",41,2,0,1,29,"(M1)","Resist/Obstruct W/O Violence",0,96
"1273",41,2,0,1,29,"(M1)","Resist/Obstruct W/O Violence",0,190
"1274",41,2,0,1,29,"(M1)","Resist/Obstruct W/O Violence",0,251
"1275",37,0,0,0,1,"(F3)","Felony Battery (Dom Strang)",0,1085
"1276",27,0,0,0,7,"(F3)","Burglary Structure Unoccup",1,1653
"1277",27,0,0,0,7,"(F3)","Burglary Structure Unoccup",1,525
"1278",22,0,0,1,0,"(M1)","Unlaw Use False Name/Identity",1,1485
"1279",31,0,0,0,7,"(M1)","Aggravated Battery / Pregnant",1,302
"1280",31,0,0,0,7,"(M1)","Aggravated Battery / Pregnant",1,120
"1281",45,0,0,0,38,"(F3)","Felony Battery w/Prior Convict",1,393
"1282",45,0,0,0,38,"(F3)","Felony Battery w/Prior Convict",1,286
"1283",45,0,0,0,38,"(F3)","Felony Battery w/Prior Convict",1,190
"1284",45,0,0,0,38,"(F3)","Felony Battery w/Prior Convict",1,508
"1285",45,0,0,0,38,"(F3)","Felony Battery w/Prior Convict",1,55
"1286",29,0,1,0,8,"(M1)","Battery",1,191
"1287",37,0,0,0,22,"(M2)","arrest case no charge",1,246
"1288",22,0,1,0,2,"(F2)","Sell Cannabis 1000FTChur",0,1611
"1289",42,0,0,0,17,"(M1)","arrest case no charge",1,467
"1290",42,0,0,0,17,"(M1)","arrest case no charge",1,199
"1291",46,0,0,0,2,"(F3)","Grand Theft in the 3rd Degree",0,25
"1292",46,0,0,0,2,"(F3)","Grand Theft in the 3rd Degree",0,268
"1293",46,0,0,0,2,"(F3)","Grand Theft in the 3rd Degree",0,239
"1294",46,0,0,0,2,"(F3)","Grand Theft in the 3rd Degree",0,155
"1295",46,0,0,0,2,"(F3)","Grand Theft in the 3rd Degree",0,499
"1296",22,0,0,0,0,"(F2)","Burglary Unoccupied Dwelling",0,1926
"1297",22,0,0,0,3,"(F3)","Felony Batt(Great Bodily Harm)",1,1492
"1298",32,0,1,3,12,"(M1)","Battery",1,1493
"1299",32,0,1,3,12,"(M1)","Battery",1,728
"1300",21,0,2,2,2,"(F3)","Grand Theft in the 3rd Degree",1,1455
"1301",21,0,0,1,0,"(F3)","Grand Theft in the 3rd Degree",1,1520
"1302",56,0,0,0,13,"(F3)","Burglary Structure Unoccup",0,211
"1303",56,0,0,0,13,"(F3)","Burglary Structure Unoccup",0,480
"1304",54,0,0,0,1,"(M2)","Petit Theft",0,1538
"1305",22,1,0,0,2,"(F3)","Grand Theft Dwell Property",0,597
"1306",25,0,0,0,1,"(M1)","Possess Cannabis/20 Grams Or Less",0,763
"1307",25,0,0,0,1,"(M1)","Possess Cannabis/20 Grams Or Less",0,630
"1308",26,0,0,1,6,"(M1)","Battery",1,462
"1309",48,0,0,0,13,"(F3)","Child Abuse",1,9
"1310",48,0,0,0,13,"(F3)","Child Abuse",1,152
"1311",48,0,0,0,13,"(F3)","Child Abuse",1,251
"1312",36,0,0,0,1,"(F2)","arrest case no charge",1,1723
"1313",26,0,0,0,9,"(F3)","Driving While License Revoked",1,231
"1314",38,0,0,0,7,"(F3)","Possession of Cocaine",1,297
"1315",38,0,0,0,7,"(F3)","Possession of Cocaine",1,1357
"1316",34,0,0,0,2,"(F3)","Felony Battery w/Prior Convict",0,269
"1317",34,0,0,0,0,"(F3)","Felony Battery w/Prior Convict",1,83
"1318",34,0,0,0,0,"(F3)","Felony Battery w/Prior Convict",1,801
"1319",56,0,0,0,22,"(F3)","Possession of Cocaine",1,934
"1320",56,0,0,0,22,"(F3)","Possession of Cocaine",1,158
"1321",46,0,0,0,13,"(F3)","arrest case no charge",1,436
"1322",46,0,0,0,13,"(F3)","arrest case no charge",1,71
"1323",46,0,0,0,13,"(F3)","arrest case no charge",1,164
"1324",46,0,0,0,13,"(F3)","arrest case no charge",1,2894
"1325",21,0,0,0,0,"(F3)","Grand Theft in the 3rd Degree",1,1791
"1327",33,0,0,0,0,"(F3)","Possession Burglary Tools",0,325
"1328",33,0,0,0,0,"(F3)","Possession Burglary Tools",0,347
"1329",33,0,0,0,0,"(F3)","Possession Burglary Tools",0,1617
"1330",33,0,0,0,0,"(F3)","Possession Burglary Tools",0,372
"1331",33,0,0,0,0,"(F3)","Possession Burglary Tools",0,227
"1332",55,0,0,0,1,"(M2)","arrest case no charge",0,55
"1333",55,0,0,0,1,"(M2)","arrest case no charge",0,0
"1334",34,0,0,0,0,"(F3)","arrest case no charge",1,762
"1335",34,0,0,0,0,"(F3)","arrest case no charge",1,109
"1336",30,0,0,0,0,"(M1)","Battery",1,239
"1337",37,0,1,0,16,"(F1)","Sale/Del Cocaine Child Care Fac",0,502
"1338",37,0,1,0,16,"(F1)","Sale/Del Cocaine Child Care Fac",0,425
"1339",37,0,1,0,16,"(F1)","Sale/Del Cocaine Child Care Fac",0,589
"1340",37,0,1,0,16,"(F1)","Sale/Del Cocaine Child Care Fac",0,849
"1341",37,0,1,0,16,"(F1)","Sale/Del Cocaine Child Care Fac",0,219
"1342",37,0,1,0,16,"(F1)","Sale/Del Cocaine Child Care Fac",0,2316
"1343",37,0,1,0,16,"(F1)","Sale/Del Cocaine Child Care Fac",0,349
"1344",27,0,0,0,7,"(F3)","arrest case no charge",1,2038
"1345",27,0,0,0,7,"(F3)","arrest case no charge",1,644
"1346",34,0,0,0,0,"(F3)","Poss Unlaw Issue Id",0,1630
"1347",44,0,0,0,7,"(F7)","arrest case no charge",0,419
"1348",31,0,2,0,8,"(M1)","Battery",1,675
"1349",33,0,0,0,1,"(F3)","Attempted Burg/Convey/Unocc",0,157
"1350",58,0,0,0,1,"(F3)","Fel Drive License Perm Revoke",0,306
"1351",58,0,0,0,1,"(F3)","Fel Drive License Perm Revoke",0,297
"1352",37,0,0,0,23,"(F3)","Battery on Law Enforc Officer",1,172
"1353",47,0,0,0,23,"(M1)","Possess Cannabis/20 Grams Or Less",1,927
"1354",47,0,0,0,23,"(M1)","Possess Cannabis/20 Grams Or Less",1,321
"1355",47,0,0,0,23,"(M1)","Possess Cannabis/20 Grams Or Less",1,129
"1356",47,0,0,0,23,"(M1)","Possess Cannabis/20 Grams Or Less",1,91
"1357",47,0,0,0,23,"(M1)","Possess Cannabis/20 Grams Or Less",1,288
"1358",47,0,0,0,23,"(M1)","Possess Cannabis/20 Grams Or Less",1,275
"1359",47,0,0,0,23,"(M1)","Possess Cannabis/20 Grams Or Less",1,869
"1360",49,0,0,0,0,"(F3)","Offer Agree Secure/Lewd Act",0,111
"1361",49,0,0,0,0,"(F3)","Offer Agree Secure/Lewd Act",0,648
"1362",49,0,0,0,0,"(F3)","Offer Agree Secure/Lewd Act",0,261
"1363",49,0,0,0,0,"(F3)","Offer Agree Secure/Lewd Act",0,1002
"1364",49,0,0,0,0,"(F3)","Offer Agree Secure/Lewd Act",0,58
"1365",41,0,0,0,11,"(F3)","Possession of Cocaine",0,273
"1366",41,0,0,0,11,"(F3)","Possession of Cocaine",0,44
"1367",41,0,0,0,11,"(F3)","Possession of Cocaine",0,249
"1368",41,0,0,0,11,"(F3)","Possession of Cocaine",0,1835
"1369",41,0,0,0,11,"(F3)","Possession of Cocaine",0,175
"1370",41,0,0,0,11,"(F3)","Possession of Cocaine",0,23
"1371",41,0,0,0,11,"(F3)","Possession of Cocaine",0,613
"1372",22,0,0,1,4,"(F3)","arrest case no charge",0,306
"1373",41,0,0,0,2,"(F3)","Felony Petit Theft",1,201
"1374",31,0,0,0,5,"(F2)","arrest case no charge",1,373
"1375",27,0,0,0,0,"(F3)","Grand Theft in the 3rd Degree",0,1478
"1376",39,0,0,0,1,"(F2)","arrest case no charge",0,18
"1377",32,0,0,0,2,"(F3)","Resist Officer w/Violence",1,488
"1378",26,0,0,0,2,"(F3)","Grand Theft in the 3rd Degree",1,229
"1379",23,0,0,0,1,"(M1)","Opert With Susp DL 2nd Offens",0,504
"1380",31,0,3,0,25,"(M1)","Resist/Obstruct W/O Violence",1,305
"1381",22,0,0,1,2,"(F3)","Possession of Cocaine",1,1924
"1382",49,1,0,0,17,"(F3)","Felony Battery (Dom Strang)",0,512
"1383",49,1,0,0,17,"(F3)","Felony Battery (Dom Strang)",0,458
"1384",49,1,0,0,17,"(F3)","Felony Battery (Dom Strang)",0,294
"1385",49,1,0,0,17,"(F3)","Felony Battery (Dom Strang)",0,1230
"1386",49,1,0,0,17,"(F3)","Felony Battery (Dom Strang)",0,119
"1387",49,1,0,0,17,"(F3)","Felony Battery (Dom Strang)",0,1560
"1388",42,0,0,0,17,"(F3)","Possession of Cocaine",1,233
"1389",42,0,0,0,17,"(F3)","Possession of Cocaine",1,472
"1390",42,0,0,0,17,"(F3)","Possession of Cocaine",1,582
"1391",42,0,0,0,17,"(F3)","Possession of Cocaine",1,132
"1392",42,0,0,0,17,"(F3)","Possession of Cocaine",1,22
"1393",42,0,0,0,17,"(F3)","Possession of Cocaine",1,1112
"1394",42,0,0,0,17,"(F3)","Possession of Cocaine",1,147
"1395",42,0,0,0,17,"(F3)","Possession of Cocaine",1,289
"1396",42,0,0,0,17,"(F3)","Possession of Cocaine",1,195
"1397",37,0,0,0,2,"(F3)","arrest case no charge",0,233
"1398",37,0,0,0,2,"(F3)","arrest case no charge",0,472
"1399",37,0,0,0,2,"(F3)","arrest case no charge",0,582
"1400",37,0,0,0,2,"(F3)","arrest case no charge",0,132
"1401",37,0,0,0,2,"(F3)","arrest case no charge",0,22
"1402",37,0,0,0,2,"(F3)","arrest case no charge",0,1112
"1403",37,0,0,0,2,"(F3)","arrest case no charge",0,147
"1404",37,0,0,0,2,"(F3)","arrest case no charge",0,289
"1405",37,0,0,0,2,"(F3)","arrest case no charge",0,195
"1406",38,2,2,1,22,"(F3)","Child Abuse",1,1456
"1407",38,2,2,1,22,"(F3)","Child Abuse",1,232
"1408",21,0,0,0,0,"(F3)","Burglary Conveyance Unoccup",1,1448
"1409",29,0,0,0,12,"(F3)","Possession of Cocaine",1,127
"1411",46,0,0,0,10,"(F3)","arrest case no charge",1,216
"1412",46,0,0,0,10,"(F3)","arrest case no charge",1,697
"1413",50,0,0,0,8,"(M1)","Resist/Obstruct W/O Violence",0,1244
"1414",50,0,0,0,8,"(M1)","Resist/Obstruct W/O Violence",0,2269
"1415",50,0,0,0,8,"(M1)","Resist/Obstruct W/O Violence",0,183
"1416",50,0,0,0,8,"(M1)","Resist/Obstruct W/O Violence",0,314
"1417",54,0,0,0,22,"(F3)","Aggravated Assault W/Dead Weap",1,910
"1418",54,0,0,0,22,"(F3)","Aggravated Assault W/Dead Weap",1,257
"1419",54,0,0,0,22,"(F3)","Aggravated Assault W/Dead Weap",1,427
"1420",54,0,0,0,22,"(F3)","Aggravated Assault W/Dead Weap",1,90
"1421",54,0,0,0,22,"(F3)","Aggravated Assault W/Dead Weap",1,191
"1422",54,0,0,0,22,"(F3)","Aggravated Assault W/Dead Weap",1,827
"1423",54,0,0,0,22,"(F3)","Aggravated Assault W/Dead Weap",1,51
"1424",54,0,0,0,22,"(F3)","Aggravated Assault W/Dead Weap",1,337
"1425",54,0,0,0,22,"(F3)","Aggravated Assault W/Dead Weap",1,398
"1426",54,0,0,0,22,"(F3)","Aggravated Assault W/Dead Weap",1,252
"1427",47,0,0,0,15,"(F3)","Felony Petit Theft",0,91
"1428",47,0,0,0,15,"(F3)","Felony Petit Theft",0,952
"1429",47,0,0,0,15,"(F3)","Felony Petit Theft",0,1856
"1430",47,0,0,0,15,"(F3)","Felony Petit Theft",0,60
"1431",47,0,0,0,15,"(F3)","Felony Petit Theft",0,1227
"1432",47,0,0,0,15,"(F3)","Felony Petit Theft",0,521
"1433",47,0,0,0,15,"(F3)","Felony Petit Theft",0,90
"1434",47,0,0,0,15,"(F3)","Felony Petit Theft",0,1871
"1435",47,0,0,0,15,"(F3)","Felony Petit Theft",0,143
"1436",47,0,0,0,15,"(F3)","Felony Petit Theft",0,591
"1437",50,0,0,0,18,"(F3)","Driving While License Revoked",1,209
"1438",50,0,0,0,18,"(F3)","Driving While License Revoked",1,450
"1439",50,0,0,0,18,"(F3)","Driving While License Revoked",1,355
"1440",57,0,0,0,9,"(F3)","Grand Theft (Motor Vehicle)",0,176
"1441",57,0,0,0,9,"(F3)","Grand Theft (Motor Vehicle)",0,596
"1442",57,0,0,0,9,"(F3)","Grand Theft (Motor Vehicle)",0,408
"1443",57,0,0,0,9,"(F3)","Grand Theft (Motor Vehicle)",0,1128
"1444",57,0,0,0,9,"(F3)","Grand Theft (Motor Vehicle)",0,415
"1445",57,0,0,0,9,"(F3)","Grand Theft (Motor Vehicle)",0,150
"1446",57,0,0,0,9,"(F3)","Grand Theft (Motor Vehicle)",0,571
"1447",66,0,0,0,0,"(MO3)","arrest case no charge",0,212
"1448",26,1,0,0,1,"(F7)","arrest case no charge",1,0
"1449",36,0,0,0,7,"(F2)","arrest case no charge",0,202
"1450",36,0,0,0,7,"(F2)","arrest case no charge",0,346
"1451",61,0,0,0,1,"(F2)","Unlawful Sexual Activity",0,1576
"1452",44,0,0,0,1,"(F3)","Possession of Cocaine",0,987
"1453",44,0,0,0,1,"(F3)","Possession of Cocaine",0,2
"1454",49,0,0,0,2,"(F3)","Grand Theft (Motor Vehicle)",0,140
"1455",49,0,0,0,2,"(F3)","Grand Theft (Motor Vehicle)",0,29
"1456",49,0,0,0,2,"(F3)","Grand Theft (Motor Vehicle)",0,1411
"1457",36,0,0,0,0,"(F3)","Grand Theft in the 3rd Degree",1,1847
"1458",36,0,0,0,0,"(F3)","Grand Theft in the 3rd Degree",1,1772
"1459",36,0,0,0,0,"(F3)","Grand Theft in the 3rd Degree",1,45
"1460",61,0,0,0,2,"(F3)","Felony Petit Theft",1,503
"1461",61,0,0,0,2,"(F3)","Felony Petit Theft",1,1539
"1462",31,1,0,0,6,"(F1)","arrest case no charge",0,2164
"1463",31,1,0,0,6,"(F1)","arrest case no charge",0,279
"1464",58,0,0,0,2,"(M1)","arrest case no charge",0,476
"1465",58,0,0,0,2,"(M1)","arrest case no charge",0,135
"1466",58,0,0,0,2,"(M1)","arrest case no charge",0,224
"1467",58,0,0,0,2,"(M1)","arrest case no charge",0,111
"1468",58,0,0,0,2,"(M1)","arrest case no charge",0,364
"1469",58,0,0,0,2,"(M1)","arrest case no charge",0,221
"1470",58,0,0,0,2,"(M1)","arrest case no charge",0,396
"1471",58,0,0,0,2,"(M1)","arrest case no charge",0,340
"1472",58,0,0,0,2,"(M1)","arrest case no charge",0,572
"1473",58,0,0,0,2,"(M1)","arrest case no charge",0,608
"1474",57,0,0,0,18,"(F3)","arrest case no charge",0,569
"1475",57,0,0,0,18,"(F3)","arrest case no charge",0,238
"1476",57,0,0,0,18,"(F3)","arrest case no charge",0,0
"1477",57,0,0,0,18,"(F3)","arrest case no charge",0,297
"1478",57,0,0,0,18,"(F3)","arrest case no charge",0,248
"1479",57,0,0,0,18,"(F3)","arrest case no charge",0,453
"1480",38,0,0,0,0,"(M1)","DUI Property Damage/Injury",0,4575
"1481",26,0,0,0,20,"(F3)","Neglect Child / No Bodily Harm",1,495
"1482",36,0,0,0,4,"(F3)","Cruelty Toward Child",0,2043
"1483",57,0,0,0,19,"(F3)","Felony Battery w/Prior Convict",0,471
"1484",57,0,0,0,19,"(F3)","Felony Battery w/Prior Convict",0,98
"1485",57,0,0,0,19,"(F3)","Felony Battery w/Prior Convict",0,288
"1486",26,0,0,0,1,"(F3)","arrest case no charge",1,469
"1487",41,0,0,0,14,"(F3)","Possession Burglary Tools",1,681
"1488",41,0,0,0,14,"(F3)","Possession Burglary Tools",1,384
"1489",34,0,1,0,15,"(F3)","Possession of Cocaine",0,236
"1490",48,1,0,0,10,"(F3)","Felony Driving While Lic Suspd",1,514
"1491",48,1,0,0,10,"(F3)","Felony Driving While Lic Suspd",1,1344
"1492",48,1,0,0,10,"(F3)","Felony Driving While Lic Suspd",1,1017
"1493",48,1,0,0,10,"(F3)","Felony Driving While Lic Suspd",1,1196
"1494",48,1,0,0,10,"(F3)","Felony Driving While Lic Suspd",1,78
"1495",33,0,0,1,14,"(F3)","Driving While License Revoked",1,1010
"1496",33,0,0,1,14,"(F3)","Driving While License Revoked",1,71
"1497",33,0,0,0,0,"(F3)","Child Abuse",0,2045
"1498",52,0,0,0,9,"(F3)","Felony Petit Theft",1,1763
"1499",34,0,2,0,8,"(M1)","Battery",0,319
"1500",30,0,0,0,12,"(F3)","Driving While License Revoked",1,81
"1501",49,0,0,0,4,"(F3)","arrest case no charge",0,730
"1502",26,0,0,0,0,"(F2)","Pos Cannabis W/I/D/S Near Worsh",0,2339
"1503",26,0,0,0,0,"(F2)","Pos Cannabis W/I/D/S Near Worsh",0,266
"1504",28,0,0,0,6,"(M1)","arrest case no charge",1,1555
"1505",46,0,0,0,6,"(F3)","Tampering With Physical Evidence",1,154
"1506",46,0,0,0,6,"(F3)","Tampering With Physical Evidence",1,955
"1507",46,0,0,0,6,"(F3)","Tampering With Physical Evidence",1,1504
"1508",46,0,0,0,6,"(F3)","Tampering With Physical Evidence",1,228
"1509",46,0,0,0,6,"(F3)","Tampering With Physical Evidence",1,704
"1510",34,0,0,1,15,"(F3)","Grand Theft in the 3rd Degree",1,1595
"1511",44,0,0,0,4,"(F2)","arrest case no charge",0,57
"1512",39,0,4,0,10,"(M2)","arrest case no charge",0,291
"1513",39,0,4,0,10,"(M2)","arrest case no charge",0,254
"1514",39,0,4,0,10,"(M2)","arrest case no charge",0,253
"1515",46,1,0,0,8,"(M1)","Battery",1,1403
"1516",46,1,0,0,8,"(M1)","Battery",1,2980
"1517",46,1,0,0,8,"(M1)","Battery",1,197
"1518",46,1,0,0,8,"(M1)","Battery",1,553
"1519",46,1,0,0,8,"(M1)","Battery",1,524
"1520",49,0,0,0,24,"(F3)","Possession of Cocaine",1,147
"1521",49,0,0,0,24,"(F3)","Possession of Cocaine",1,303
"1522",49,0,0,0,24,"(F3)","Possession of Cocaine",1,326
